Geographic area,Date,Epi week,At least 1 dose count,% of total population with at least 1 dose,Completed primary series count,% of total population that completed their primary series,Completed primary series and 1 booster dose count,% of total population that completed their primary series and 1 booster dose,Completed primary series and 2+ booster doses count,% of total population that completed their primary series and 2+ booster doses,At least 1 dose coverage (%): under 5,At least 1 dose coverage (%): 5 - 11,At least 1 dose coverage (%): 12 - 17,At least 1 dose coverage (%): 18 - 29,At least 1 dose coverage (%): 30 - 39,At least 1 dose coverage (%): 40 - 49,At least 1 dose coverage (%): 50 - 59,At least 1 dose coverage (%): 60 - 69,At least 1 dose coverage (%): 70 - 79,At least 1 dose coverage (%): 80+,Completed primary series coverage (%): under 5,Completed primary series coverage (%): 5 - 11,Completed primary series coverage (%): 12 - 17,Completed primary series coverage (%): 18 - 29,Completed primary series coverage (%): 30 - 39,Completed primary series coverage (%): 40 - 49,Completed primary series coverage (%): 50 - 59,Completed primary series coverage (%): 60 - 69,Completed primary series coverage (%): 70 - 79,Completed primary series coverage (%): 80+,Completed primary series and 1 booster dose coverage (%): 5 - 11,Completed primary series and 1 booster dose coverage (%): 12 - 17,Completed primary series and 1 booster dose coverage (%): 18 - 29,Completed primary series and 1 booster dose coverage (%): 30 - 39,Completed primary series and 1 booster dose coverage (%): 40 - 49,Completed primary series and 1 booster dose coverage (%): 50 - 59,Completed primary series and 1 booster dose coverage (%): 60 - 69,Completed primary series and 1 booster dose coverage (%): 70 - 79,Completed primary series and 1 booster dose coverage (%): 80+,Completed primary series and 2+ booster doses coverage (%): 12 - 17,Completed primary series and 2+ booster doses coverage (%): 18 - 29,Completed primary series and 2+ booster doses coverage (%): 30 - 39,Completed primary series and 2+ booster doses coverage (%): 40 - 49,Completed primary series and 2+ booster doses coverage (%): 50 - 59,Completed primary series and 2+ booster doses coverage (%): 60 - 69,Completed primary series and 2+ booster doses coverage (%): 70 - 79,Completed primary series and 2+ booster doses coverage (%): 80+,At least 1 dose count: under 5,At least 1 dose count: 5 - 11,At least 1 dose count: 12 - 17,At least 1 dose count: 18 - 29,At least 1 dose count: 30 - 39,At least 1 dose count: 40 - 49,At least 1 dose count: 50 - 59,At least 1 dose count: 60 - 69,At least 1 dose count: 70 - 79,At least 1 dose count: 80+,Completed primary series count: under 5,Completed primary series count: 5 - 11,Completed primary series count: 12 - 17,Completed primary series count: 18 - 29,Completed primary series count: 30 - 39,Completed primary series count: 40 - 49,Completed primary series count: 50 - 59,Completed primary series count: 60 - 69,Completed primary series count: 70 - 79,Completed primary series count: 80+,Completed primary series and 1 booster dose count: 5 - 11,Completed primary series and 1 booster dose count: 12 - 17,Completed primary series and 1 booster dose count: 18 - 29,Completed primary series and 1 booster dose count: 30 - 39,Completed primary series and 1 booster dose count: 40 - 49,Completed primary series and 1 booster dose count: 50 - 59,Completed primary series and 1 booster dose count: 60 - 69,Completed primary series and 1 booster dose count: 70 - 79,Completed primary series and 1 booster dose count: 80+,Completed primary series and 2+ booster doses count: 12 - 17,Completed primary series and 2+ booster doses count: 18 - 29,Completed primary series and 2+ booster doses count: 30 - 39,Completed primary series and 2+ booster doses count: 40 - 49,Completed primary series and 2+ booster doses count: 50 - 59,Completed primary series and 2+ booster doses count: 60 - 69,Completed primary series and 2+ booster doses count: 70 - 79,Completed primary series and 2+ booster doses count: 80+,Dose 1,Dose 2,Dose 3,Dose 4,Dose 5,Dose 6,Pfizer-BioNTech Comirnaty,Moderna Spikevax,AstraZeneca Vaxzevria,COVISHIELD,Janssen Jcovden (Johnson & Johnson),Novavax Nuvaxovid,Medicago Covifenz,Pfizer-BioNTech Comirnaty Bivalent BA.4/5,Moderna Spikevax Bivalent BA.1
Ontario,"November 28, 2021",48,11722567,77.5,11282343,74.6,570865,3.8,66,0,0,5.1,68.2,83.3,85.4,88.8,90.2,93.9,95.8,95.9,0,0,63.4,78.8,81.8,86.1,88.1,92.2,94.7,94.8,0,0,1.1,2.2,2.7,3.2,5.6,10.5,21.5,0,0,0,0,0,0,0,0,331,55062,668990,2118145,1830134,1663354,1799299,1750612,1172459,662511,146,86,622397,2003833,1751788,1612657,1756733,1719838,1158824,655310,0,463,27018,46529,50590,64418,105149,128247,148443,0,10,13,10,3,17,9,4,18814,2594,11438,2,0,0,31446,1402,0,0,0,0,0,0,0
Ontario,"November 29, 2021",48,11743221,77.6,11287435,74.6,600572,4,67,0,0,6.4,68.6,83.4,85.5,88.8,90.2,93.9,95.8,95.9,0,0,63.5,78.9,81.8,86.1,88.1,92.2,94.7,94.8,0,0,1.1,2.2,2.8,3.3,5.9,11.4,22.5,0,0,0,0,0,0,0,0,332,68744,673435,2118936,1830781,1663782,1799625,1750805,1172541,662543,146,100,622902,2005334,1752992,1613440,1757308,1720164,1158963,655354,0,471,27926,47972,52288,66672,109866,139683,155686,0,10,13,11,3,17,9,4,20482,4638,29735,4,0,0,50320,4539,0,0,0,0,0,0,0
Ontario,"November 30, 2021",48,11769440,77.8,11293014,74.6,637533,4.2,70,0,0,8,69.2,83.4,85.5,88.8,90.2,93.9,95.8,95.9,0,0,63.5,79,81.9,86.2,88.1,92.3,94.7,94.8,0,0,1.1,2.3,2.9,3.5,6.2,12.6,23.8,0,0,0,0,0,0,0,0,333,86526,679114,2119776,1831559,1664239,1799954,1751005,1172633,662581,146,121,623436,2006974,1754287,1614255,1757976,1720545,1159123,655418,0,475,28988,49725,54561,69566,115425,154223,164562,0,10,13,11,4,17,9,6,26038,5133,37197,4,0,0,61501,6869,1,0,1,0,0,0,0
Ontario,"December 1, 2021",48,11795891,78,11298014,74.7,676871,4.5,71,0,0,9.7,69.8,83.4,85.5,88.8,90.3,93.9,95.8,95.9,0,0,63.6,79,81.9,86.2,88.2,92.3,94.7,94.9,0,0,1.2,2.4,3.1,3.7,6.5,13.8,25.2,0,0,0,0,0,0,0,0,336,104858,684614,2120602,1832235,1664676,1800263,1751196,1172736,662617,146,124,623961,2008405,1755441,1614991,1758565,1720880,1159278,655488,0,489,30240,51831,57167,72906,121213,169182,173835,0,10,13,11,4,17,10,6,26302,4639,39371,1,0,0,62309,8000,0,0,0,0,0,1,0
Ontario,"December 2, 2021",48,11820949,78.1,11303129,74.7,719159,4.8,72,0,0,11.3,70.3,83.5,85.6,88.9,90.3,93.9,95.8,95.9,0,0,63.6,79.1,82,86.2,88.2,92.3,94.7,94.9,0,0.1,1.2,2.5,3.2,3.8,6.8,15.2,26.7,0,0,0,0,0,0,0,0,337,122213,689736,2121365,1832942,1665108,1800574,1751397,1172841,662657,146,142,624464,2009883,1756693,1615772,1759135,1721195,1159406,655553,0,503,31419,53769,59733,76458,127189,185534,184546,0,10,13,11,4,18,10,6,24878,4752,42393,4,0,0,65221,6805,1,0,0,0,0,0,0
Ontario,"December 3, 2021",48,11848712,78.3,11309160,74.8,765626,5.1,78,0,0,13.1,70.8,83.5,85.6,88.9,90.3,93.9,95.8,95.9,0,0,63.7,79.1,82.1,86.3,88.2,92.3,94.7,94.9,0,0.1,1.3,2.6,3.3,4,7.2,16.6,28.3,0,0,0,0,0,0,0,0,341,141649,695200,2122209,1833688,1665618,1800911,1751636,1172944,662709,146,149,625204,2011518,1758132,1616693,1759809,1721607,1159540,655620,0,518,32840,56121,62650,80424,134123,203298,195644,0,10,13,11,5,18,10,11,27599,5619,46612,16,0,0,72058,7787,0,1,0,0,0,0,0
Ontario,"December 4, 2021",48,11880625,78.5,11313548,74.8,791491,5.2,79,0,0,15.3,71.5,83.5,85.6,88.9,90.3,93.9,95.8,95.9,0,0,63.8,79.2,82.1,86.3,88.3,92.3,94.8,94.9,0,0.1,1.3,2.7,3.4,4.1,7.4,17.4,29.2,0,0,0,0,0,0,0,0,341,165391,701545,2122770,1834149,1665928,1801163,1751773,1172995,662728,151,168,625818,2012725,1759140,1617339,1760296,1721860,1159654,655650,0,530,33618,57289,64160,82593,138270,213017,202005,0,11,13,11,5,18,10,11,31815,4101,25864,3,0,0,58171,3611,0,1,0,0,0,0,0
Ontario,"December 5, 2021",49,11899760,78.7,11316253,74.8,808001,5.3,79,0,0,16.6,71.9,83.5,85.6,88.9,90.3,93.9,95.8,95.9,0,0,63.8,79.2,82.1,86.3,88.3,92.3,94.8,94.9,0,0.1,1.3,2.7,3.5,4.2,7.5,17.9,29.8,0,0,0,0,0,0,0,0,341,179525,705303,2123137,1834495,1666141,1801318,1751868,1173029,662745,151,188,626187,2013558,1759699,1617715,1760618,1722006,1159709,655673,0,544,34098,58024,65170,83917,140698,219674,205867,0,11,13,11,5,18,10,11,19030,2476,16374,2,0,0,35951,1931,0,0,0,0,0,0,0
Ontario,"December 6, 2021",49,11914594,78.8,11320685,74.8,848264,5.6,81,0,0,17.5,72.2,83.6,85.7,88.9,90.3,94,95.9,95.9,0,0,63.9,79.3,82.2,86.4,88.3,92.4,94.8,94.9,0,0.1,1.4,2.8,3.6,4.4,7.9,19.3,31.2,0,0,0,0,0,0,0,0,342,188997,708299,2123828,1835163,1666566,1801615,1752031,1173092,662785,151,202,626604,2014868,1760698,1618408,1761120,1722344,1159823,655718,0,557,35057,59588,67182,87023,146425,236793,215630,0,12,13,11,5,18,11,11,14688,4045,40066,1,0,0,52688,6112,0,0,0,0,0,0,0
Ontario,"December 7, 2021",49,11933622,78.9,11325322,74.9,896997,5.9,83,0,0,18.6,72.6,83.6,85.7,89,90.3,94,95.9,95.9,0,0,63.9,79.3,82.2,86.4,88.3,92.4,94.8,94.9,0,0.1,1.4,2.9,3.7,4.6,8.2,21,32.9,0,0,0,0,0,0,0,0,342,201724,712182,2124549,1835815,1666989,1801915,1752213,1173172,662835,152,212,627075,2016235,1761703,1619086,1761669,1722700,1159958,655783,0,569,36320,61587,69811,91154,153323,256869,227355,0,12,13,11,5,19,12,11,18904,4218,48954,2,0,0,61976,10097,0,0,5,0,0,0,0
Ontario,"December 8, 2021",49,11951868,79,11329629,74.9,947954,6.3,86,0,0,19.8,72.9,83.6,85.7,89,90.4,94,95.9,95.9,0,0,63.9,79.4,82.3,86.4,88.4,92.4,94.8,94.9,0,0.1,1.5,3,3.9,4.8,8.6,22.7,34.6,0,0,0,0,0,0,0,0,343,214051,715675,2125262,1836459,1667414,1802236,1752407,1173249,662877,153,217,627525,2017462,1762728,1619711,1762167,1723031,1160060,655825,0,594,37838,63984,72886,95816,160502,277300,239023,0,12,15,11,5,20,12,11,18105,3954,51063,0,0,0,62578,10544,0,0,0,0,0,0,0
Ontario,"December 9, 2021",49,11969436,79.1,11334237,74.9,1002058,6.6,91,0,0,20.9,73.3,83.7,85.8,89,90.4,94,95.9,95.9,0,0,64,79.4,82.3,86.5,88.4,92.4,94.8,94.9,0,0.1,1.6,3.1,4.1,5,9,24.4,36.4,0,0,0,0,0,0,0,0,344,225821,719011,2125907,1837104,1667885,1802590,1752605,1173343,662922,153,227,627966,2018819,1763759,1620353,1762730,1723394,1160195,655890,0,624,39464,66427,76025,100665,168154,298825,251863,0,12,16,11,7,20,13,12,17470,4196,54254,5,0,0,65373,10531,0,0,20,0,0,0,1
Ontario,"December 10, 2021",49,11989818,79.3,11340029,75,1057989,7,94,0,0,22.2,73.6,83.7,85.8,89,90.4,94,95.9,95.9,0,0,64.1,79.5,82.4,86.5,88.4,92.4,94.8,94.9,0,0.1,1.6,3.2,4.2,5.3,9.5,26.2,38.2,0,0,0,0,0,0,0,0,346,239933,722707,2126594,1837784,1668347,1802926,1752844,1173454,662967,154,247,628601,2020394,1765156,1621239,1763421,1723787,1160338,655940,0,659,41176,69188,79329,106025,176672,320704,264225,0,12,17,11,8,20,13,13,20267,5321,56032,4,0,0,71046,10566,0,0,11,0,0,1,0
Ontario,"December 11, 2021",49,12012504,79.4,11344167,75,1091357,7.2,99,0,0,23.7,74.1,83.7,85.8,89.1,90.4,94,95.9,95.9,0,0,64.1,79.5,82.4,86.6,88.4,92.5,94.8,94.9,0,0.1,1.7,3.3,4.3,5.5,9.8,27.3,39.3,0,0,0,0,0,0,0,0,347,256465,726942,2127148,1838289,1668680,1803205,1752979,1173521,662994,159,264,629163,2021555,1766087,1621840,1763891,1724050,1160429,655975,0,679,42237,70584,81368,109522,182032,333659,271265,0,13,18,13,8,21,13,13,22603,3820,33212,5,0,0,54192,5448,0,0,0,0,0,0,0
Ontario,"December 12, 2021",50,12024093,79.5,11346562,75,1111964,7.4,102,0,0,24.5,74.3,83.7,85.8,89.1,90.4,94,95.9,95.9,0,0,64.1,79.6,82.5,86.6,88.5,92.5,94.8,94.9,0,0.1,1.7,3.3,4.4,5.6,10,27.9,39.8,0,0,0,0,0,0,0,0,348,264848,729029,2127481,1838582,1668885,1803351,1753061,1173557,663009,160,268,629479,2022275,1766613,1622188,1764152,1724202,1160476,655993,0,693,42943,71485,82725,111849,185601,341314,275343,0,13,18,13,8,23,13,14,11507,2170,20307,4,0,0,31487,2501,0,0,0,0,0,0,0
